chromosome	nSites	nMatches	percentMatches	accByChance	individual_iteration	coverage	nFounders	Ne	mu	population_iteration	population
chr2	246942	242756	0.983048651100258	0.772106419641065	8	0.05X	128	1e+05	5e-09	5	scrm
chr3	256192	256181	0.999957063452411	0.865375579073523	8	0.05X	128	1e+05	5e-09	5	scrm
chr4	184665	184657	0.999956678309371	0.888121066634281	8	0.05X	128	1e+05	5e-09	5	scrm
chr1	248026	246485	0.993786941691597	0.810715648307867	9	0.05X	128	1e+05	5e-09	5	scrm
chr2	247076	235050	0.95132671728537	0.772097932763398	9	0.05X	128	1e+05	5e-09	5	scrm
chr3	255945	255945	1	0.865360683874954	9	0.05X	128	1e+05	5e-09	5	scrm
chr4	184545	178647	0.968040315370235	0.888106723419423	9	0.05X	128	1e+05	5e-09	5	scrm
chr5	242249	242217	0.999867904511474	0.852969303045046	9	0.05X	128	1e+05	5e-09	5	scrm
chr1	248074	247973	0.999592863419786	0.810714148292587	10	0.05X	128	1e+05	5e-09	5	scrm
chr2	247139	247017	0.999506350677149	0.772099507101061	10	0.05X	128	1e+05	5e-09	5	scrm
chr3	256037	250012	0.97646824482399	0.865373335304535	10	0.05X	128	1e+05	5e-09	5	scrm
chr4	184850	184820	0.999837706248309	0.888113844285696	10	0.05X	128	1e+05	5e-09	5	scrm
chr1	211547	210938	0.99712120710764	0.837821522875328	1	0.05X	128	1e+05	5e-09	6	scrm
chr2	221145	214637	0.970571344592914	0.824573458524278	1	0.05X	128	1e+05	5e-09	6	scrm
chr3	270965	268185	0.989740372372816	0.817914756192206	1	0.05X	128	1e+05	5e-09	6	scrm
chr4	321690	318150	0.988995616898256	0.752151139864794	1	0.05X	128	1e+05	5e-09	6	scrm
chr5	260908	260872	0.999862020329005	0.749810514927152	1	0.05X	128	1e+05	5e-09	6	scrm
chr1	211156	190666	0.902962738449298	0.837840807101647	2	0.05X	128	1e+05	5e-09	6	scrm
chr2	221226	200025	0.904165875620406	0.824581585085783	2	0.05X	128	1e+05	5e-09	6	scrm
chr3	270913	265456	0.979857002063393	0.817913647789056	2	0.05X	128	1e+05	5e-09	6	scrm
chr4	321719	321718	0.999996891697413	0.752143795004215	2	0.05X	128	1e+05	5e-09	6	scrm
chr1	211375	202769	0.959285629804849	0.83783167579511	3	0.05X	128	1e+05	5e-09	6	scrm
chr2	221253	221202	0.99976949465092	0.824580803706616	3	0.05X	128	1e+05	5e-09	6	scrm
chr3	271008	270161	0.996874631007203	0.817916046054294	3	0.05X	128	1e+05	5e-09	6	scrm
chr4	321763	320616	0.996435264464839	0.752150710818332	3	0.05X	128	1e+05	5e-09	6	scrm
chr1	211463	211437	0.99987704704842	0.837821382858921	4	0.05X	128	1e+05	5e-09	6	scrm
chr2	221191	217026	0.981170119941589	0.824573556391168	4	0.05X	128	1e+05	5e-09	6	scrm
chr3	271014	270715	0.99889673596198	0.817915244661528	4	0.05X	128	1e+05	5e-09	6	scrm
chr4	321694	321675	0.999940937661256	0.752153952433738	4	0.05X	128	1e+05	5e-09	6	scrm
chr5	260783	259104	0.993561696889751	0.749804513042288	4	0.05X	128	1e+05	5e-09	6	scrm
chr1	211565	210342	0.994219270673316	0.837820963884013	5	0.05X	128	1e+05	5e-09	6	scrm
chr2	221004	205965	0.931951457892165	0.824586901599402	5	0.05X	128	1e+05	5e-09	6	scrm
chr3	271038	256964	0.948073701842546	0.817920991439335	5	0.05X	128	1e+05	5e-09	6	scrm
chr4	321750	321677	0.999773115773116	0.752145709271198	5	0.05X	128	1e+05	5e-09	6	scrm
chr1	211532	210932	0.997163549722973	0.83782467776189	6	0.05X	128	1e+05	5e-09	6	scrm
chr2	221268	214997	0.971658802899651	0.824575529049031	6	0.05X	128	1e+05	5e-09	6	scrm
chr3	271036	269426	0.994059829690521	0.817917340318217	6	0.05X	128	1e+05	5e-09	6	scrm
chr4	321780	307543	0.955755485114053	0.752148538030278	6	0.05X	128	1e+05	5e-09	6	scrm
chr5	260878	260772	0.999593679804353	0.749804827782736	6	0.05X	128	1e+05	5e-09	6	scrm
chr1	211352	211352	1	0.837826507359279	7	0.05X	128	1e+05	5e-09	6	scrm
chr2	221206	202106	0.913655144977984	0.82458888617521	7	0.05X	128	1e+05	5e-09	6	scrm
chr3	271076	269412	0.993861500095914	0.81791703200639	7	0.05X	128	1e+05	5e-09	6	scrm
chr4	321763	296924	0.92280342985365	0.752149975770392	7	0.05X	128	1e+05	5e-09	6	scrm
chr1	211500	209998	0.992898345153664	0.837823676215278	8	0.05X	128	1e+05	5e-09	6	scrm
chr2	221179	204790	0.925901645273738	0.824578399587145	8	0.05X	128	1e+05	5e-09	6	scrm
chr3	271017	269986	0.996195810594907	0.817921522066867	8	0.05X	128	1e+05	5e-09	6	scrm
chr4	321805	321713	0.999714112583708	0.752148831244611	8	0.05X	128	1e+05	5e-09	6	scrm
chr1	211234	211204	0.99985797740894	0.837839911851034	9	0.05X	128	1e+05	5e-09	6	scrm
chr2	221250	194527	0.879218079096045	0.824579282254149	9	0.05X	128	1e+05	5e-09	6	scrm
chr3	271064	256937	0.94788315674527	0.817912186831267	9	0.05X	128	1e+05	5e-09	6	scrm
chr4	321485	313345	0.974680000622113	0.752149949495845	9	0.05X	128	1e+05	5e-09	6	scrm
chr5	260830	243177	0.932319901851781	0.749798655121466	9	0.05X	128	1e+05	5e-09	6	scrm
chr1	211585	207367	0.980064749391497	0.837822550110531	10	0.05X	128	1e+05	5e-09	6	scrm
chr2	221037	196941	0.890986576907938	0.824598477547382	10	0.05X	128	1e+05	5e-09	6	scrm
chr3	271103	271034	0.999745484188666	0.817916940078327	10	0.05X	128	1e+05	5e-09	6	scrm
chr4	321628	320911	0.997770716479908	0.752149995962314	10	0.05X	128	1e+05	5e-09	6	scrm
chr5	260775	260775	1	0.749798162337998	10	0.05X	128	1e+05	5e-09	6	scrm
chr1	352976	333080	0.9436335614886	0.781920725142587	1	0.05X	128	1e+05	5e-09	7	scrm
chr2	361594	348790	0.96459012041129	0.74034419419207	1	0.05X	128	1e+05	5e-09	7	scrm
chr3	298859	298859	1	0.74126620834169	1	0.05X	128	1e+05	5e-09	7	scrm
chr4	257630	257562	0.999736055583589	0.823187658369682	1	0.05X	128	1e+05	5e-09	7	scrm
chr5	293765	293738	0.99990808979967	0.89698515332628	1	0.05X	128	1e+05	5e-09	7	scrm
chr1	352814	344848	0.977421530891631	0.781937857426237	2	0.05X	128	1e+05	5e-09	7	scrm
chr2	361660	353449	0.977296355693193	0.740340591293121	2	0.05X	128	1e+05	5e-09	7	scrm
chr3	298929	298705	0.999250658183047	0.741260844264153	2	0.05X	128	1e+05	5e-09	7	scrm
chr4	257667	242505	0.941156609111761	0.823190846972243	2	0.05X	128	1e+05	5e-09	7	scrm
chr1	353277	353238	0.999889605040804	0.781919435643476	3	0.05X	128	1e+05	5e-09	7	scrm
chr2	361659	359276	0.993410920231489	0.740341478443621	3	0.05X	128	1e+05	5e-09	7	scrm
chr3	298920	273345	0.914441991168206	0.741265594715193	3	0.05X	128	1e+05	5e-09	7	scrm
chr4	257632	257623	0.999965066451373	0.823190050382168	3	0.05X	128	1e+05	5e-09	7	scrm
chr5	293705	293638	0.999771879947566	0.89698289801177	3	0.05X	128	1e+05	5e-09	7	scrm
chr1	353202	353078	0.999648926110271	0.781923932658346	4	0.05X	128	1e+05	5e-09	7	scrm
chr2	361277	361182	0.999737043874921	0.740333631442631	4	0.05X	128	1e+05	5e-09	7	scrm
chr3	298662	297953	0.997626078978913	0.74126769454266	4	0.05X	128	1e+05	5e-09	7	scrm
chr4	257660	257584	0.999705037646511	0.823187124152681	4	0.05X	128	1e+05	5e-09	7	scrm
chr1	353206	347593	0.984108423979208	0.781919175009535	5	0.05X	128	1e+05	5e-09	7	scrm
chr2	361563	340339	0.941299303302606	0.740347182583574	5	0.05X	128	1e+05	5e-09	7	scrm
chr3	298904	298007	0.99699903647994	0.741251187288407	5	0.05X	128	1e+05	5e-09	7	scrm
chr4	257589	250723	0.973345135079526	0.823186350742334	5	0.05X	128	1e+05	5e-09	7	scrm
chr1	353248	353212	0.999898088594981	0.781918045791749	6	0.05X	128	1e+05	5e-09	7	scrm
chr2	361469	355154	0.982529622180602	0.740343441936324	6	0.05X	128	1e+05	5e-09	7	scrm
chr3	298684	290578	0.97286095003415	0.741258251169087	6	0.05X	128	1e+05	5e-09	7	scrm
chr4	257661	257632	0.999887449012462	0.82318460963106	6	0.05X	128	1e+05	5e-09	7	scrm
chr1	353254	350718	0.992821029627407	0.781918122562727	7	0.05X	128	1e+05	5e-09	7	scrm
chr2	361577	359902	0.995367515079776	0.740345815134337	7	0.05X	128	1e+05	5e-09	7	scrm
chr3	298943	293558	0.981986532549683	0.741259829652674	7	0.05X	128	1e+05	5e-09	7	scrm
chr4	257634	257231	0.998435765465738	0.823188661804391	7	0.05X	128	1e+05	5e-09	7	scrm
chr5	293772	293706	0.999775335974838	0.896982468513794	7	0.05X	128	1e+05	5e-09	7	scrm
chr1	353144	353091	0.999849919579548	0.781922894519259	8	0.05X	128	1e+05	5e-09	7	scrm
chr2	361596	361539	0.999842365512893	0.740346184844898	8	0.05X	128	1e+05	5e-09	7	scrm
chr3	298946	289379	0.967997564777585	0.741248130957846	8	0.05X	128	1e+05	5e-09	7	scrm
chr4	257714	246522	0.956572013937931	0.823184944275452	8	0.05X	128	1e+05	5e-09	7	scrm
chr1	353159	352922	0.999328914171804	0.781921362004592	9	0.05X	128	1e+05	5e-09	7	scrm
chr2	361260	361218	0.999883740242485	0.740356856876583	9	0.05X	128	1e+05	5e-09	7	scrm
chr3	298884	298878	0.999979925322199	0.741263552866207	9	0.05X	128	1e+05	5e-09	7	scrm
chr4	257726	256318	0.994536833691595	0.823185895649216	9	0.05X	128	1e+05	5e-09	7	scrm
chr1	353179	351173	0.99432016059845	0.781917375475126	10	0.05X	128	1e+05	5e-09	7	scrm
chr2	361580	358701	0.992037723325405	0.740348532078666	10	0.05X	128	1e+05	5e-09	7	scrm
chr3	298643	298625	0.999939727366789	0.741257813557845	10	0.05X	128	1e+05	5e-09	7	scrm
chr4	257588	243293	0.944504402378993	0.823194943235267	10	0.05X	128	1e+05	5e-09	7	scrm
chr1	291937	289198	0.990617838780285	0.737612927196461	1	0.05X	128	1e+05	5e-09	8	scrm
chr2	259710	259611	0.999618805590851	0.801406598429874	1	0.05X	128	1e+05	5e-09	8	scrm
chr3	292334	291064	0.995655654149021	0.824098741654986	1	0.05X	128	1e+05	5e-09	8	scrm
chr4	233763	233719	0.999811775174001	0.829376981674549	1	0.05X	128	1e+05	5e-09	8	scrm
chr1	292086	285767	0.978365960710202	0.737617302989651	2	0.05X	128	1e+05	5e-09	8	scrm
chr2	259812	249679	0.960998722152941	0.801407359792474	2	0.05X	128	1e+05	5e-09	8	scrm
chr3	292419	292419	1	0.824099447589747	2	0.05X	128	1e+05	5e-09	8	scrm
chr4	233853	233035	0.996502076090536	0.82937661180857	2	0.05X	128	1e+05	5e-09	8	scrm
chr1	292105	288466	0.987542150938875	0.737613484373863	3	0.05X	128	1e+05	5e-09	8	scrm
chr2	259593	259042	0.99787744661836	0.80140584034807	3	0.05X	128	1e+05	5e-09	8	scrm
chr3	292232	283981	0.971765583508993	0.824104983695197	3	0.05X	128	1e+05	5e-09	8	scrm
chr4	233757	233731	0.999888773384326	0.829382442708266	3	0.05X	128	1e+05	5e-09	8	scrm
chr1	291722	291722	1	0.737614680029274	4	0.05X	128	1e+05	5e-09	8	scrm
chr2	259811	258842	0.996270365765884	0.801404509082293	4	0.05X	128	1e+05	5e-09	8	scrm
chr3	292486	278905	0.953567008335442	0.824098176528975	4	0.05X	128	1e+05	5e-09	8	scrm
chr4	233677	230173	0.985004942720079	0.829380727223101	4	0.05X	128	1e+05	5e-09	8	scrm
chr5	266066	265561	0.998101974698007	0.75433097615061	4	0.05X	128	1e+05	5e-09	8	scrm
chr1	292075	287842	0.985507147136865	0.737618928853957	5	0.05X	128	1e+05	5e-09	8	scrm
chr2	259651	257013	0.989840208587681	0.801403556320777	5	0.05X	128	1e+05	5e-09	8	scrm
chr3	292281	286553	0.980402420957914	0.824095362428542	5	0.05X	128	1e+05	5e-09	8	scrm
chr4	233800	233719	0.999653550042772	0.829376522224107	5	0.05X	128	1e+05	5e-09	8	scrm
chr1	291901	289545	0.991928770370776	0.737620439744755	6	0.05X	128	1e+05	5e-09	8	scrm
chr2	259239	226221	0.872634904470392	0.801415381680024	6	0.05X	128	1e+05	5e-09	8	scrm
chr3	292071	291677	0.998651012938635	0.82410726462313	6	0.05X	128	1e+05	5e-09	8	scrm
chr4	233871	230985	0.987659863771053	0.829372779840352	6	0.05X	128	1e+05	5e-09	8	scrm
chr5	266084	266026	0.999782023721832	0.754330447134411	6	0.05X	128	1e+05	5e-09	8	scrm
chr1	292101	291306	0.997278338656834	0.737611512541226	7	0.05X	128	1e+05	5e-09	8	scrm
chr2	259848	226491	0.871628798374434	0.801402058068037	7	0.05X	128	1e+05	5e-09	8	scrm
chr3	292489	292467	0.999924783496131	0.824097456167355	7	0.05X	128	1e+05	5e-09	8	scrm
chr4	233712	233510	0.99913568836859	0.829379071998035	7	0.05X	128	1e+05	5e-09	8	scrm
chr5	266010	265843	0.999372204052479	0.754332950928037	7	0.05X	128	1e+05	5e-09	8	scrm
chr1	292011	291942	0.999763707531566	0.737617980860257	8	0.05X	128	1e+05	5e-09	8	scrm
chr2	259758	259713	0.999826761832167	0.801410653578508	8	0.05X	128	1e+05	5e-09	8	scrm
chr3	292529	282179	0.964618892485873	0.824094520613368	8	0.05X	128	1e+05	5e-09	8	scrm
chr4	233817	205291	0.87799860574723	0.829378786577584	8	0.05X	128	1e+05	5e-09	8	scrm
chr1	292004	287205	0.983565293626115	0.737614674959504	9	0.05X	128	1e+05	5e-09	8	scrm
chr2	259424	259350	0.999714752682867	0.80139745959551	9	0.05X	128	1e+05	5e-09	8	scrm
chr3	292513	274995	0.940112063395473	0.824097706075844	9	0.05X	128	1e+05	5e-09	8	scrm
chr4	233567	211086	0.903749245398537	0.829388357204768	9	0.05X	128	1e+05	5e-09	8	scrm
chr5	265919	262785	0.9882144562818	0.754333923929035	9	0.05X	128	1e+05	5e-09	8	scrm
chr1	291930	290802	0.996136060014387	0.737621124040732	10	0.05X	128	1e+05	5e-09	8	scrm
chr2	259768	258078	0.993494194819993	0.80140930981225	10	0.05X	128	1e+05	5e-09	8	scrm
chr3	292529	276758	0.946087396463257	0.82409724178121	10	0.05X	128	1e+05	5e-09	8	scrm
chr4	233720	233684	0.999845969536197	0.829381607632798	10	0.05X	128	1e+05	5e-09	8	scrm
chr5	265791	265791	1	0.754325831765857	10	0.05X	128	1e+05	5e-09	8	scrm
chr1	333337	328651	0.985942154636299	0.751943287583797	1	0.05X	128	1e+05	5e-09	9	scrm
chr2	189582	189305	0.998538890822968	0.839470963638508	1	0.05X	128	1e+05	5e-09	9	scrm
chr3	219437	193687	0.882654247004835	0.825187652127145	1	0.05X	128	1e+05	5e-09	9	scrm
chr4	283470	283023	0.99842311355699	0.806930287813608	1	0.05X	128	1e+05	5e-09	9	scrm
chr5	219797	213078	0.96943088395201	0.851401544652832	1	0.05X	128	1e+05	5e-09	9	scrm
chr1	333413	330042	0.989889416429473	0.751937468829715	2	0.05X	128	1e+05	5e-09	9	scrm
chr2	189636	189575	0.999678331118564	0.839471363322777	2	0.05X	128	1e+05	5e-09	9	scrm
chr3	219204	219204	1	0.825183780630001	2	0.05X	128	1e+05	5e-09	9	scrm
chr4	283467	279582	0.986294700970483	0.806927941774858	2	0.05X	128	1e+05	5e-09	9	scrm
chr1	333413	333250	0.999511116843074	0.751939514178279	3	0.05X	128	1e+05	5e-09	9	scrm
chr2	189529	189288	0.998728426784292	0.839475889594238	3	0.05X	128	1e+05	5e-09	9	scrm
chr3	219419	206399	0.940661474165865	0.825187312691148	3	0.05X	128	1e+05	5e-09	9	scrm
chr4	283117	282961	0.999448991053169	0.80694123581541	3	0.05X	128	1e+05	5e-09	9	scrm
chr1	333169	333112	0.999828915655418	0.751938719033112	4	0.05X	128	1e+05	5e-09	9	scrm
chr2	189664	182318	0.961268348236882	0.839466148068818	4	0.05X	128	1e+05	5e-09	9	scrm
chr3	219421	219107	0.998568961038369	0.825185626252052	4	0.05X	128	1e+05	5e-09	9	scrm
chr4	282885	282885	1	0.80693743081884	4	0.05X	128	1e+05	5e-09	9	scrm
chr5	219806	217211	0.988194134827985	0.851402330405935	4	0.05X	128	1e+05	5e-09	9	scrm
chr1	333235	333153	0.999753927408585	0.751942267487952	5	0.05X	128	1e+05	5e-09	9	scrm
chr2	189552	189124	0.997742044399426	0.839478705335269	5	0.05X	128	1e+05	5e-09	9	scrm
chr3	219373	218812	0.997442711728426	0.825188615334688	5	0.05X	128	1e+05	5e-09	9	scrm
chr4	283322	283267	0.999805874587925	0.806936342682338	5	0.05X	128	1e+05	5e-09	9	scrm
chr1	333336	333294	0.999874001007992	0.75193770581183	6	0.05X	128	1e+05	5e-09	9	scrm
chr2	189565	184585	0.973729327671247	0.839467345017808	6	0.05X	128	1e+05	5e-09	9	scrm
chr3	219438	200832	0.915210674541328	0.8251901362577	6	0.05X	128	1e+05	5e-09	9	scrm
chr4	283415	282878	0.998105252015596	0.806924269045131	6	0.05X	128	1e+05	5e-09	9	scrm
chr1	333390	333382	0.999976004079307	0.751939536855883	7	0.05X	128	1e+05	5e-09	9	scrm
chr2	189596	189515	0.999572775796958	0.839471129592042	7	0.05X	128	1e+05	5e-09	9	scrm
chr3	219494	219475	0.999913437269356	0.825183238609669	7	0.05X	128	1e+05	5e-09	9	scrm
chr4	283351	260241	0.91844037959986	0.806926689854881	7	0.05X	128	1e+05	5e-09	9	scrm
chr1	333228	332421	0.997578234722172	0.751949297984999	8	0.05X	128	1e+05	5e-09	9	scrm
chr2	189652	188407	0.993435344736676	0.839463784815206	8	0.05X	128	1e+05	5e-09	9	scrm
chr3	218957	218220	0.996634042300543	0.825210046604203	8	0.05X	128	1e+05	5e-09	9	scrm
chr4	283466	283326	0.999506113607981	0.80692792577837	8	0.05X	128	1e+05	5e-09	9	scrm
chr1	333147	297591	0.893272339237634	0.751959995295573	9	0.05X	128	1e+05	5e-09	9	scrm
chr2	189534	189510	0.999873373642724	0.839465383491241	9	0.05X	128	1e+05	5e-09	9	scrm
chr3	219382	219059	0.998527682307573	0.825177704888761	9	0.05X	128	1e+05	5e-09	9	scrm
chr4	283348	283277	0.999749424735661	0.806933334959972	9	0.05X	128	1e+05	5e-09	9	scrm
chr5	219652	219614	0.999826999071258	0.851397266151401	9	0.05X	128	1e+05	5e-09	9	scrm
chr1	333228	332334	0.997317152220102	0.751949788496446	10	0.05X	128	1e+05	5e-09	9	scrm
chr2	189680	187668	0.989392661324336	0.839462696978031	10	0.05X	128	1e+05	5e-09	9	scrm
chr3	219528	219505	0.999895229765679	0.825187827402534	10	0.05X	128	1e+05	5e-09	9	scrm
chr4	283456	283450	0.99997883269361	0.806942530856172	10	0.05X	128	1e+05	5e-09	9	scrm
chr1	156832	156808	0.999846970006121	0.72987430792783	1	0.05X	32	1e+05	5e-09	1	scrm
chr2	164904	164901	0.999981807597147	0.68847786534135	1	0.05X	32	1e+05	5e-09	1	scrm
chr3	122455	120989	0.988028255277449	0.736052130757217	1	0.05X	32	1e+05	5e-09	1	scrm
chr4	214366	210231	0.980710560443354	0.67063360313086	1	0.05X	32	1e+05	5e-09	1	scrm
chr1	156834	156585	0.998412334060217	0.729870286815997	2	0.05X	32	1e+05	5e-09	1	scrm
chr2	164882	164868	0.999915090792203	0.688473216120089	2	0.05X	32	1e+05	5e-09	1	scrm
chr3	122482	122473	0.999926519815157	0.736059207934635	2	0.05X	32	1e+05	5e-09	1	scrm
chr4	214471	214333	0.999356556364264	0.670637958300598	2	0.05X	32	1e+05	5e-09	1	scrm
chr5	185568	185564	0.999978444559407	0.656572121220388	2	0.05X	32	1e+05	5e-09	1	scrm
chr1	156781	156747	0.999783136987263	0.729887668497379	3	0.05X	32	1e+05	5e-09	1	scrm
chr2	164803	139133	0.844238272361547	0.688486310170325	3	0.05X	32	1e+05	5e-09	1	scrm
chr3	122483	107594	0.878440273344056	0.736062000696015	3	0.05X	32	1e+05	5e-09	1	scrm
chr4	214463	214421	0.999804162023286	0.670639706244492	3	0.05X	32	1e+05	5e-09	1	scrm
chr1	156738	156738	1	0.72989051220229	4	0.05X	32	1e+05	5e-09	1	scrm
chr2	164955	164893	0.999624139916947	0.688475727755297	4	0.05X	32	1e+05	5e-09	1	scrm
chr3	122441	122429	0.99990199361325	0.736049060427573	4	0.05X	32	1e+05	5e-09	1	scrm
chr4	214225	213935	0.998646283113549	0.670619060166005	4	0.05X	32	1e+05	5e-09	1	scrm
chr1	156828	156827	0.999993623587625	0.729875631563719	5	0.05X	32	1e+05	5e-09	1	scrm
chr2	164939	164513	0.997417226974821	0.688478238072105	5	0.05X	32	1e+05	5e-09	1	scrm
chr3	122398	122332	0.999460775502868	0.736058616473002	5	0.05X	32	1e+05	5e-09	1	scrm
chr4	214394	212450	0.990932582068528	0.670638324802991	5	0.05X	32	1e+05	5e-09	1	scrm
chr1	156828	156089	0.995287831254623	0.729886061730447	6	0.05X	32	1e+05	5e-09	1	scrm
chr2	164950	162375	0.984389208851167	0.688487817094195	6	0.05X	32	1e+05	5e-09	1	scrm
chr3	122381	122160	0.998194164126784	0.736053567789833	6	0.05X	32	1e+05	5e-09	1	scrm
chr4	214491	212315	0.989855052193332	0.670637495425216	6	0.05X	32	1e+05	5e-09	1	scrm
chr5	185332	184368	0.994798523730387	0.656578944095933	6	0.05X	32	1e+05	5e-09	1	scrm
chr1	156839	156797	0.999732209463208	0.729892609319908	7	0.05X	32	1e+05	5e-09	1	scrm
chr2	164943	164726	0.998684394002777	0.688486580165193	7	0.05X	32	1e+05	5e-09	1	scrm
chr3	122401	122356	0.999632355944804	0.736055407788744	7	0.05X	32	1e+05	5e-09	1	scrm
chr4	214459	214440	0.999911404977175	0.670639919991991	7	0.05X	32	1e+05	5e-09	1	scrm
chr5	185403	165602	0.893200217903702	0.656559123908459	7	0.05X	32	1e+05	5e-09	1	scrm
chr1	156799	156742	0.999636477273452	0.729880815765725	8	0.05X	32	1e+05	5e-09	1	scrm
chr2	164920	141311	0.856845743390735	0.688478167207965	8	0.05X	32	1e+05	5e-09	1	scrm
chr3	122432	122054	0.996912571876634	0.736049733857366	8	0.05X	32	1e+05	5e-09	1	scrm
chr4	214283	211823	0.988519854584825	0.670625074011354	8	0.05X	32	1e+05	5e-09	1	scrm
chr1	156666	156666	1	0.729879225799232	9	0.05X	32	1e+05	5e-09	1	scrm
chr2	164891	164891	1	0.688469526602043	9	0.05X	32	1e+05	5e-09	1	scrm
chr3	122323	121057	0.989650351937085	0.736036121452016	9	0.05X	32	1e+05	5e-09	1	scrm
chr4	214403	213996	0.998101705666432	0.670636859966978	9	0.05X	32	1e+05	5e-09	1	scrm
chr5	185424	185254	0.99908318232807	0.656562169886652	9	0.05X	32	1e+05	5e-09	1	scrm
chr1	156801	156784	0.999891582324092	0.729876787496572	10	0.05X	32	1e+05	5e-09	1	scrm
chr2	164644	164643	0.999993926289449	0.688492606823282	10	0.05X	32	1e+05	5e-09	1	scrm
chr3	122300	122183	0.999043336058872	0.73606300784444	10	0.05X	32	1e+05	5e-09	1	scrm
chr4	214463	214336	0.999407823260889	0.670642046756026	10	0.05X	32	1e+05	5e-09	1	scrm
chr1	210391	210372	0.999909691954504	0.674700677288061	1	0.05X	32	1e+05	5e-09	10	scrm
chr2	187130	184408	0.985453962485972	0.874243413252151	1	0.05X	32	1e+05	5e-09	10	scrm
chr3	359860	359730	0.999638748402156	0.824233102912417	1	0.05X	32	1e+05	5e-09	10	scrm
chr4	88852	88725	0.998570656822581	0.792938865771873	1	0.05X	32	1e+05	5e-09	10	scrm
chr5	108821	103766	0.953547568943494	0.74282539172701	1	0.05X	32	1e+05	5e-09	10	scrm
chr1	210447	206604	0.981738870119317	0.67470903451938	2	0.05X	32	1e+05	5e-09	10	scrm
chr2	187200	186588	0.996730769230769	0.874243816147503	2	0.05X	32	1e+05	5e-09	10	scrm
chr3	359968	359829	0.99961385456485	0.82423204328232	2	0.05X	32	1e+05	5e-09	10	scrm
chr4	88905	88889	0.999820032619088	0.792960105326613	2	0.05X	32	1e+05	5e-09	10	scrm
chr1	210424	210424	1	0.674709850149282	3	0.05X	32	1e+05	5e-09	10	scrm
chr2	186995	183709	0.982427337629348	0.874251327324928	3	0.05X	32	1e+05	5e-09	10	scrm
chr3	359960	359934	0.999927769752195	0.82423418682805	3	0.05X	32	1e+05	5e-09	10	scrm
chr4	88909	88811	0.998897749384202	0.792966717989039	3	0.05X	32	1e+05	5e-09	10	scrm
chr5	108860	108844	0.999853022230388	0.742822615486634	3	0.05X	32	1e+05	5e-09	10	scrm
chr1	210377	210133	0.998840177395818	0.674708013953819	4	0.05X	32	1e+05	5e-09	10	scrm
chr2	187059	185235	0.990249065802768	0.874240119009911	4	0.05X	32	1e+05	5e-09	10	scrm
chr3	359590	359590	1	0.824238873830265	4	0.05X	32	1e+05	5e-09	10	scrm
chr4	88938	80141	0.90108839865974	0.792959076389592	4	0.05X	32	1e+05	5e-09	10	scrm
chr5	108665	107586	0.990070399852758	0.742838889160493	4	0.05X	32	1e+05	5e-09	10	scrm
chr1	210290	210253	0.99982405249893	0.674706571505421	5	0.05X	32	1e+05	5e-09	10	scrm
chr2	187118	186956	0.99913423615045	0.874245483631986	5	0.05X	32	1e+05	5e-09	10	scrm
chr3	359692	359663	0.999919375465676	0.824227060604107	5	0.05X	32	1e+05	5e-09	10	scrm
chr4	88912	88884	0.999685081878712	0.792964631197842	5	0.05X	32	1e+05	5e-09	10	scrm
chr1	210066	209617	0.997862576523569	0.674703235939836	6	0.05X	32	1e+05	5e-09	10	scrm
